









74.222565	16.893358	37.724262
46.07803	42.292923	39.668182
20.121391	15.322007	13.217374
65.81479	32.263412	20.311577
21.336876	18.646921	42.363693
68.799675	42.6424	89.82255
40.33029	69.15895	98.70978
67.65056	21.61072	54.494747
70.31203	78.011505	44.794888
28.093897	87.36078	47.43449
94.7808	64.38599	49.695652
64.04516	39.301525	21.40206
36.425774	61.372215	45.05717
90.705826	18.712029	83.66925
67.165344	90.3214	47.151417
29.055979	21.365517	96.19724
74.27845	68.76943	46.772186
91.16799	10.534838	30.783176
80.00943	64.67545	57.68336
83.42627	61.472992	36.187798
82.7681	77.11694	16.108135
34.346798	82.970245	58.40696
64.473495	88.4399	23.102076
11.97703	92.64679	39.43361
12.952179	50.582207	49.54223
72.14328	97.58212	76.047226
77.92836	25.31133	95.220665
22.86792	16.494713	81.60861
11.258417	59.678074	78.00683
68.58543	13.569087	38.46515
86.35886	85.12905	20.936697
40.9187	39.285202	96.318436
18.619858	30.408182	34.886528
15.017656	30.310524	74.829216
67.877815	77.9635	15.126657
53.729454	74.64833	21.356773
29.404093	34.805202	76.56475
59.468685	22.416569	42.911106
35.333466	94.96359	90.655
65.28833	27.207378	91.48729
28.744102	51.717255	79.07391
34.578453	74.67921	27.942326
26.34755	12.662447	79.94798
95.986855	62.62179	64.34671
39.78602	20.140976	44.378845
74.55	57.733242	72.5163
21.031052	20.291925	20.648483
15.445003	84.15695	46.901928
33.145348	18.771992	28.129543
98.6677	83.185356	40.637253
73.20709	40.753258	26.35979
18.847008	87.51462	64.82741
94.673355	12.840593	84.790215
42.038563	24.77945	50.812283
94.065186	48.56535	40.383987
43.260643	37.005238	10.309886
97.61408	39.411655	60.03566
30.760227	30.627201	21.175404
75.83372	95.5362	86.61004
45.911346	11.681525	76.59071
44.984188	82.93658	47.573788
60.935036	89.40522	73.838295
22.06411	32.595314	73.724945
75.952286	58.46402	81.32033
34.10327	15.328133	63.191353
88.4131	19.931309	26.888609
64.46394	14.54607	51.09276
17.852402	65.97404	69.16846
19.684227	66.65733	32.136158
98.28367	30.881136	15.205921
69.61149	61.153095	51.82426
32.15	52.366386	35.591488
34.769985	99.809006	62.968082
71.70987	43.25744	26.133299
62.260933	80.51847	48.56711
15.61573	59.261703	64.03795
30.553719	62.238487	96.97737
19.329147	88.21284	92.21803
41.95751	29.015333	73.673416
81.557655	22.472584	13.84581
70.19185	51.09692	94.14511
49.074707	93.057175	31.002071
52.1934	80.87418	78.908554
54.395855	35.874588	53.67007
77.028076	91.2831	35.588493
65.71216	27.823273	75.07774
13.936582	51.936333	12.479853
24.143654	23.986351	68.33686
61.07804	14.875645	76.39372
95.77096	28.162928	94.29825
49.862503	48.02359	17.584864
43.058823	59.8058	25.756153
16.53062	71.4323	48.81035
95.870705	30.106194	74.709526
50.53799	23.092072	87.070564
21.566437	69.6333	84.98797
97.72632	51.94214	32.801422
83.025955	51.321835	45.109013
46.89212	64.95129	91.29396
95.29524	55.147606	89.1391
