37.661026	78.34801	41.781876
86.58304	-58.748497	-84.54213
-68.178345	21.702484	-46.44294
46.174164	-80.98833	-23.34362
88.06473	-31.568268	-85.1227
-29.805779	-62.245834	-26.258133
-60.044765	86.32411	24.985123
-78.734634	84.458786	28.47435
-18.14972	87.19534	-72.03908
68.19165	31.599426	98.26143
82.81291	-29.173256	-55.62781
80.53371	38.63945	-11.030983
-19.672813	2.719101	-12.856171
-28.115868	77.70822	-88.46965
72.81476	-57.826935	87.95061
-44.179558	-25.72924	-73.77983
78.235886	-98.01015	-95.64769
-79.72879	15.708862	-52.70867
-90.7518	-52.65541	96.76018
-52.695488	-64.38469	-29.581604
-2.6427994	61.88127	60.640366
23.866333	82.51065	-21.250679
87.24405	97.97792	-61.15036
-50.1922	-7.7880173	41.25363
76.32849	-58.31944	-20.850433
53.305862	-96.188774	-5.337265
-15.882668	-60.4658	17.307426
53.779938	66.0576	39.817734
75.72414	98.879196	96.240585
70.44223	82.0352	-10.28746
-46.36558	-84.85436	-29.24067
-45.29015	2.1599655	41.93393
-63.284683	-97.95613	-59.828686
22.232414	-35.55641	97.76837
-5.720833	93.6561	-50.168945
32.98709	3.9998627	-16.501007
90.859406	-49.462296	88.98947
-66.13229	-13.352676	97.528946
-11.74456	18.75998	-25.166977
54.850082	-54.703667	-13.522736
86.72807	25.708755	22.301628
6.3515167	65.573715	-34.80413
-48.835205	-53.726315	-88.21987
40.30188	63.073685	-3.0253296
54.485504	28.819046	-71.09206
21.09195	-56.48292	15.885315
39.794403	11.046555	80.37961
-86.09055	64.26337	51.569214
9.869553	16.239807	41.960983
-97.109604	52.074753	63.80301
